yeast_file,growth_rate_difference
cleaned_growth_rates_Debaryomyces_CBS_789_GCF_001447935.1_Clostridium.csv,-0.00243293761984171
cleaned_growth_rates_Cyberlindnera_nrrl_y_1542_gca_001661405.Cybja1_Clostridium.csv,-0.00242906592911265
cleaned_growth_rates_Debaryomyces_Clostridium.csv,-0.00241440803507054
cleaned_growth_rates_Saccharomyces_yjm1078_gca_000975645.Sc_YJM1078_v1_Clostridium.csv,-0.00241126385291952
cleaned_growth_rates_Candida_gca_000182765.ASM18276v2_Clostridium.csv,-0.0024104006091031
cleaned_growth_rates_Clavispora_P1_GCA_009498055.1_Clostridium.csv,-0.00240935923742615
cleaned_growth_rates_Saccharomyces_yjm1385_gca_000977415.Sc_YJM1385_v1_Clostridium.csv,-0.00240345685114551
cleaned_growth_rates_Saccharomyces_yjm1592_gca_000978315.Sc_YJM1592_v1_Clostridium.csv,-0.00240155750125617
cleaned_growth_rates_Clavispora_ATCC_42720_GCF_000003835.1_Clostridium.csv,-0.00237281174278181
cleaned_growth_rates_Saccharomyces_yjm555_gca_000976185.Sc_YJM555_v1_Clostridium.csv,-0.00236500424942143
cleaned_growth_rates_Saccharomyces_yjm1242_gca_000976845.Sc_YJM1242_v1_Clostridium.csv,-0.0023277864757908
cleaned_growth_rates_Saccharomyces_gca_001298625.SEUB3.0_Clostridium.csv,-0.00232461582738623
cleaned_growth_rates_Saccharomyces_yjm1244_gca_000976875.Sc_YJM1244_v1_Clostridium.csv,-0.00231145296225296
cleaned_growth_rates_Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1_Clostridium.csv,-0.00230953211714335
cleaned_growth_rates_Rhodotorula_UCD_Clostridium.csv,-0.00230145415743031
cleaned_growth_rates_Monascus_GCA_006542485.1_Clostridium.csv,-0.00229666110017867
cleaned_growth_rates_Clavispora_P5_GCA_009498115.1_Clostridium.csv,-0.00229312635331718
cleaned_growth_rates_Saccharomyces_yjm451_gca_000976005.Sc_YJM451_v1_Clostridium.csv,-0.00228640505189126
cleaned_growth_rates_Rhodotorula_gca_001255795.IFO0880_HGAP3_v1_Clostridium.csv,-0.00227182142267375
cleaned_growth_rates_Saccharomyces_yjm1415_gca_000977685.Sc_YJM1415_v1_Clostridium.csv,-0.00226953681377717
cleaned_growth_rates_Saccharomyces_yjm1389_gca_000977535.Sc_YJM1389_v1_Clostridium.csv,-0.00224644376300007
cleaned_growth_rates_Candida_CD36_GCF_000026945.1_Clostridium.csv,-0.00222755357349189
cleaned_growth_rates_Saccharomyces_AWRI1631_GCA_000182175.1_Clostridium.csv,-0.00222740386304602
cleaned_growth_rates_Saccharomyces_gca_001634645.GLBRCY22_Clostridium.csv,-0.00221871677960938
cleaned_growth_rates_Saccharomyces_yjm1342_gca_000977265.Sc_YJM1342_v1_Clostridium.csv,-0.00219459013896265
cleaned_growth_rates_Saccharomyces_yjm969_gca_000976395.Sc_YJM969_v1_Clostridium.csv,-0.00219382346408519
cleaned_growth_rates_Trichoderma_gca_003025115.Trici_v4.0_Clostridium.csv,-0.00219140478540129
cleaned_growth_rates_Saccharomyces_yjm683_gca_000976305.Sc_YJM683_v1_Clostridium.csv,-0.00218107025986418
cleaned_growth_rates_Saccharomyces_yjm1526_gca_000978165.Sc_YJM1526_v1_Clostridium.csv,-0.00216588379435063
cleaned_growth_rates_Aureobasidium_EXF_Clostridium.csv,-0.00216523001966678
cleaned_growth_rates_Saccharomyces_yjm193_gca_000975765.Sc_YJM193_v1_Clostridium.csv,-0.00213942598553867
cleaned_growth_rates_Saccharomyces_yjm1252_gca_000976965.Sc_YJM1252_v1_Clostridium.csv,-0.00213785682769389
cleaned_growth_rates_Saccharomyces_yjm1460_gca_000978015.Sc_YJM1460_v1_Clostridium.csv,-0.00212142407153799
cleaned_growth_rates_Rhodotorula_NBRC10032_GCA_007990605.1_Clostridium.csv,-0.00210765875324327
cleaned_growth_rates_Saccharomyces_yjm972_gca_000976425.Sc_YJM972_v1_Clostridium.csv,-0.00209177805167696
cleaned_growth_rates_Candida_ATCC_20962_GCA_003327735.1_Clostridium.csv,-0.00208992041295421
cleaned_growth_rates_Aspergillus_cbs_106_47_gca_001890685.Aspfo1_Clostridium.csv,-0.00208974457345465
cleaned_growth_rates_Saccharomyces_yjm682_gca_000976275.Sc_YJM682_v1_Clostridium.csv,-0.00208533412741996
cleaned_growth_rates_Saccharomyces_yjm1129_gca_000975705.Sc_YJM1129_v1_Clostridium.csv,-0.0020424068498216
cleaned_growth_rates_Saccharomyces_yjm1355_gca_000977295.Sc_YJM1355_v1_Clostridium.csv,-0.00203700704452137
cleaned_growth_rates_Saccharomyces_vin13_gca_000190215.ScVIN13_v01_Clostridium.csv,-0.00199197763126313
cleaned_growth_rates_Saccharomyces_yjm693_gca_000976365.Sc_YJM693_v1_Clostridium.csv,-0.00190354844029176
cleaned_growth_rates_Saccharomyces_yjm1574_gca_000978285.Sc_YJM1574_v1_Clostridium.csv,-0.00189374437507765
cleaned_growth_rates_Hanseniaspora_gca_001747045.ASM174704v1_Clostridium.csv,-0.00184196483274814
cleaned_growth_rates_Saccharomyces_yjm1450_gca_000977985.Sc_YJM1450_v1_Clostridium.csv,-0.00173851122074825
cleaned_growth_rates_Talaromyces_ATCC_10500_GCF_000003125.1_Clostridium.csv,-0.00171356165286269
cleaned_growth_rates_Clavispora_P4_GCA_009498135.1_Clostridium.csv,-0.00168003426701647
cleaned_growth_rates_Saccharomyces_yjm1202_gca_000976785.Sc_YJM1202_v1_Clostridium.csv,-0.00165850237373244
cleaned_growth_rates_Metschnikovia pulcherrima ICS1_Clostridium.csv,-0.00161044908444693
cleaned_growth_rates_Saccharomyces_yjm1332_gca_000977145.Sc_YJM1332_v1_Clostridium.csv,-0.00160678803804602
cleaned_growth_rates_Wickerhamomyces_NRRL_Y_Clostridium.csv,-0.001602607314171
cleaned_growth_rates_Saccharomyces_yjm1527_gca_000978195.Sc_YJM1527_v1_Clostridium.csv,-0.00149663565623035
cleaned_growth_rates_Penicillium_fm_013_gca_000513335.PCAMFM013_20131106_Clostridium.csv,-0.00147898836795422
cleaned_growth_rates_Saccharomyces_yjm1444_gca_000977925.Sc_YJM1444_v1_Clostridium.csv,-0.00145557959443141
cleaned_growth_rates_Saccharomyces_yjm1338_gca_000977205.Sc_YJM1338_v1_Clostridium.csv,-0.00135396545052034
cleaned_growth_rates_Candida albicans p60002_Clostridium.csv,-0.00133721185140442
cleaned_growth_rates_Saccharomyces cerevisiae YJM 1615_Clostridium.csv,-0.00112739371166777
cleaned_growth_rates_Penicillium steckii GCA 00207375_Clostridium.csv,-0.00100396352745226
cleaned_growth_rates_Candida_Clostridium.csv,-0.000152716621156083
cleaned_growth_rates_Torulaspora_Clostridium.csv,2.94436415308379E-05
