sample_id,Strain,Relative Change
Duodenum_Day7,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,-0.6046067201155005
Feces_Day1,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,0.005026846961297515
Feces_Day21,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,0.3925061520809008
Feces_Day35,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,-0.1534238477868317
Feces_Day7,Fusarium_f_sp_radicis_lycopersici_26381_gca_000260155.FO_CL57_V1,-0.6359055094504129
Cecum_Day1,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,-0.08049082102050553
Cecum_Day21,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,0.2930739474654489
Cecum_Day35,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,0.80032294276863
Cecum_Day7,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,0.11809174260097488
Duodenum_Day21,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,-0.05532174504024212
Duodenum_Day35,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,-0.009654399772284439
Duodenum_Day7,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,-0.07448730331748887
Feces_Day1,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,0.016285816586567137
Feces_Day21,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,0.19428980804466933
Feces_Day35,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,-0.1805331210533918
Feces_Day7,Fusarium_f_sp_vasinfectum_25433_gca_000260175.FO_Cotton_V1,-0.5247903692138489
Cecum_Day1,Fusarium_gca_001292635.ASM129263v1,0.10568336551042545
Cecum_Day21,Fusarium_gca_001292635.ASM129263v1,0.2840048340927228
Cecum_Day35,Fusarium_gca_001292635.ASM129263v1,0.6027139986001051
Cecum_Day7,Fusarium_gca_001292635.ASM129263v1,0.013645266075704043
Duodenum_Day21,Fusarium_gca_001292635.ASM129263v1,0.01862970272615172
Duodenum_Day35,Fusarium_gca_001292635.ASM129263v1,-0.010561949183701458
Duodenum_Day7,Fusarium_gca_001292635.ASM129263v1,-0.07645140684379159
Feces_Day1,Fusarium_gca_001292635.ASM129263v1,-0.104456362371244
Feces_Day21,Fusarium_gca_001292635.ASM129263v1,0.32379090888487116
Feces_Day35,Fusarium_gca_001292635.ASM129263v1,0.1563143457093883
Feces_Day7,Fusarium_gca_001292635.ASM129263v1,-0.37774915334497305
Cecum_Day1,Fusarium_gca_900044065.Genome_assembly_version_1,0.1134419848450463
Cecum_Day21,Fusarium_gca_900044065.Genome_assembly_version_1,-0.07628394050583509
Cecum_Day35,Fusarium_gca_900044065.Genome_assembly_version_1,0.5850231337788718
Cecum_Day7,Fusarium_gca_900044065.Genome_assembly_version_1,-0.16718594845176282
Duodenum_Day21,Fusarium_gca_900044065.Genome_assembly_version_1,-0.011937081798315763
Duodenum_Day35,Fusarium_gca_900044065.Genome_assembly_version_1,0.06586694739370547
Duodenum_Day7,Fusarium_gca_900044065.Genome_assembly_version_1,-0.08326569538325979
Feces_Day1,Fusarium_gca_900044065.Genome_assembly_version_1,-0.14625321593216523
Feces_Day21,Fusarium_gca_900044065.Genome_assembly_version_1,0.23040256778790846
Feces_Day35,Fusarium_gca_900044065.Genome_assembly_version_1,0.3674748896527906
Feces_Day7,Fusarium_gca_900044065.Genome_assembly_version_1,-0.5210724618995417
Cecum_Day1,Fusarium_NRRL_13405_GCA_003012295.1,0.11598746990742903
Cecum_Day21,Fusarium_NRRL_13405_GCA_003012295.1,0.3077338219225241
Cecum_Day35,Fusarium_NRRL_13405_GCA_003012295.1,0.5998583724971918
Cecum_Day7,Fusarium_NRRL_13405_GCA_003012295.1,0.14149924700285044
Duodenum_Day21,Fusarium_NRRL_13405_GCA_003012295.1,-0.20782370190058908
Duodenum_Day35,Fusarium_NRRL_13405_GCA_003012295.1,-0.009937968414393428
Duodenum_Day7,Fusarium_NRRL_13405_GCA_003012295.1,-0.12917416682202054
Feces_Day1,Fusarium_NRRL_13405_GCA_003012295.1,-0.011383988758488783
Feces_Day21,Fusarium_NRRL_13405_GCA_003012295.1,0.21947436315444424
Feces_Day35,Fusarium_NRRL_13405_GCA_003012295.1,0.22352272785353744
Feces_Day7,Fusarium_NRRL_13405_GCA_003012295.1,-0.5652783761513842
Cecum_Day1,Fusarium_NRRL_20438_GCA_003947045.1,0.11565131556158548
Cecum_Day21,Fusarium_NRRL_20438_GCA_003947045.1,0.24284469012490417
Cecum_Day35,Fusarium_NRRL_20438_GCA_003947045.1,0.81762419819647
Cecum_Day7,Fusarium_NRRL_20438_GCA_003947045.1,0.13788572759665607
Duodenum_Day21,Fusarium_NRRL_20438_GCA_003947045.1,0.01797222816155042
Duodenum_Day35,Fusarium_NRRL_20438_GCA_003947045.1,-0.011012255748176436
Duodenum_Day7,Fusarium_NRRL_20438_GCA_003947045.1,-0.011019446738939731
Feces_Day1,Fusarium_NRRL_20438_GCA_003947045.1,-0.5547421866305209
Feces_Day21,Fusarium_NRRL_20438_GCA_003947045.1,0.351569892389723
Feces_Day35,Fusarium_NRRL_20438_GCA_003947045.1,-0.18052661711282192
Feces_Day7,Fusarium_NRRL_20438_GCA_003947045.1,-0.5389694042513098
Cecum_Day1,Fusarium_NRRL_3299_GCA_003012315.1,-0.06580697966360294
Cecum_Day21,Fusarium_NRRL_3299_GCA_003012315.1,0.3257031194588582
Cecum_Day35,Fusarium_NRRL_3299_GCA_003012315.1,0.27745298037214483
Cecum_Day7,Fusarium_NRRL_3299_GCA_003012315.1,-0.24919976892175955
Duodenum_Day21,Fusarium_NRRL_3299_GCA_003012315.1,-0.009906603223169608
Duodenum_Day35,Fusarium_NRRL_3299_GCA_003012315.1,0.013607380623079646
Duodenum_Day7,Fusarium_NRRL_3299_GCA_003012315.1,-0.06389966778744238
Feces_Day1,Fusarium_NRRL_3299_GCA_003012315.1,-0.23504154867952698
Feces_Day21,Fusarium_NRRL_3299_GCA_003012315.1,-0.027303597645087274
Feces_Day35,Fusarium_NRRL_3299_GCA_003012315.1,-0.11706450881485453
Feces_Day7,Fusarium_NRRL_3299_GCA_003012315.1,-0.5195871925514151
Cecum_Day1,Hanseniaspora_gca_001747045.ASM174704v1,-0.2155903001793762
Cecum_Day21,Hanseniaspora_gca_001747045.ASM174704v1,0.3332630891161048
Cecum_Day35,Hanseniaspora_gca_001747045.ASM174704v1,0.4727969820440141
Cecum_Day7,Hanseniaspora_gca_001747045.ASM174704v1,-0.045780476261563674
Duodenum_Day21,Hanseniaspora_gca_001747045.ASM174704v1,-0.11812333357078764
Duodenum_Day35,Hanseniaspora_gca_001747045.ASM174704v1,0.044660891636704836
Duodenum_Day7,Hanseniaspora_gca_001747045.ASM174704v1,-0.07204510543935827
Feces_Day1,Hanseniaspora_gca_001747045.ASM174704v1,-0.3762341411234189
Feces_Day21,Hanseniaspora_gca_001747045.ASM174704v1,0.38895478999234845
Feces_Day35,Hanseniaspora_gca_001747045.ASM174704v1,0.31753466877873304
Feces_Day7,Hanseniaspora_gca_001747045.ASM174704v1,-0.35823926196461264
Cecum_Day1,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,0.09183538458786034
Cecum_Day21,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,0.31276337426074763
Cecum_Day35,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,0.7358028858507615
Cecum_Day7,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,0.1686896820373176
Duodenum_Day21,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,-0.19459932413626158
Duodenum_Day35,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,0.01700804183721294
Duodenum_Day7,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,-0.11609273558060229
Feces_Day1,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,-0.3116887386247247
Feces_Day21,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,0.23315846810529983
Feces_Day35,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,-0.07472956915815532
Feces_Day7,Hyphopichia_nrrl_y_1933_gca_001661395.Hypbu1,-0.4759623219409628
Cecum_Day1,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,-0.06394708001555793
Cecum_Day21,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,0.08425291614888364
Cecum_Day35,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,0.7377897696575408
Cecum_Day7,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,0.13573962210863955
Duodenum_Day21,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,-0.07940685829644423
Duodenum_Day35,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,0.04331041170885053
Duodenum_Day7,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,-0.01205901757418415
Feces_Day1,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,-0.2343448936119188
Feces_Day21,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,0.2613301242577428
Feces_Day35,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,-0.20038710247638702
Feces_Day7,Aspergillus_atcc_1015_gca_000230395.ASPNI_v3.0,-0.5296538050926065
Cecum_Day1,Aspergillus_ATCC_13157_GCA_003344505.1,-0.160979777715903
Cecum_Day21,Aspergillus_ATCC_13157_GCA_003344505.1,0.3343255804155616
Cecum_Day35,Aspergillus_ATCC_13157_GCA_003344505.1,0.7678084003752084
Cecum_Day7,Aspergillus_ATCC_13157_GCA_003344505.1,0.23391339372590414
Duodenum_Day21,Aspergillus_ATCC_13157_GCA_003344505.1,0.08277490921089603
Duodenum_Day35,Aspergillus_ATCC_13157_GCA_003344505.1,0.015441188110805637
Duodenum_Day7,Aspergillus_ATCC_13157_GCA_003344505.1,-0.12964399655993208
Feces_Day1,Aspergillus_ATCC_13157_GCA_003344505.1,-0.11079391350673173
Feces_Day21,Aspergillus_ATCC_13157_GCA_003344505.1,-0.18856297227975571
Feces_Day35,Aspergillus_ATCC_13157_GCA_003344505.1,-0.12959490766685544
Feces_Day7,Aspergillus_ATCC_13157_GCA_003344505.1,-0.5216583826209378
Cecum_Day1,Aspergillus_ATCC_13496_GCA_003344705.1,-0.028501057262571017
Cecum_Day21,Aspergillus_ATCC_13496_GCA_003344705.1,0.2021571681461105
Cecum_Day35,Aspergillus_ATCC_13496_GCA_003344705.1,0.7756537793366018
Cecum_Day7,Aspergillus_ATCC_13496_GCA_003344705.1,0.1051888756746544
Duodenum_Day21,Aspergillus_ATCC_13496_GCA_003344705.1,-0.0329162540419734
Duodenum_Day35,Aspergillus_ATCC_13496_GCA_003344705.1,-0.0027929059432518777
Duodenum_Day7,Aspergillus_ATCC_13496_GCA_003344705.1,-0.06772379900442704
Feces_Day1,Aspergillus_ATCC_13496_GCA_003344705.1,-0.1548090239201625
Feces_Day21,Aspergillus_ATCC_13496_GCA_003344705.1,0.1907952440671341
Feces_Day35,Aspergillus_ATCC_13496_GCA_003344705.1,0.36951687442144543
Feces_Day7,Aspergillus_ATCC_13496_GCA_003344705.1,-0.5512346744716878
Cecum_Day1,Aspergillus_ATCC_16872_GCF_001890905.1,0.10548844917167077
Cecum_Day21,Aspergillus_ATCC_16872_GCF_001890905.1,0.2658503382842925
Cecum_Day35,Aspergillus_ATCC_16872_GCF_001890905.1,0.2269070023358417
Cecum_Day7,Aspergillus_ATCC_16872_GCF_001890905.1,-0.00674069292687407
Duodenum_Day21,Aspergillus_ATCC_16872_GCF_001890905.1,-0.18732744073623175
Duodenum_Day35,Aspergillus_ATCC_16872_GCF_001890905.1,-0.032830526230222645
Duodenum_Day7,Aspergillus_ATCC_16872_GCF_001890905.1,-0.05162434949064609
Feces_Day1,Aspergillus_ATCC_16872_GCF_001890905.1,-0.11854830588052456
Feces_Day21,Aspergillus_ATCC_16872_GCF_001890905.1,0.4038755220923207
Feces_Day35,Aspergillus_ATCC_16872_GCF_001890905.1,0.18876683777666292
Feces_Day7,Aspergillus_ATCC_16872_GCF_001890905.1,-0.5552072452980137
Cecum_Day1,Aspergillus_CA14_GCA_003709025.1,0.13294654226782665
Cecum_Day21,Aspergillus_CA14_GCA_003709025.1,0.341554878557472
Cecum_Day35,Aspergillus_CA14_GCA_003709025.1,0.7932470249214731
Cecum_Day7,Aspergillus_CA14_GCA_003709025.1,0.2848867220829021
Duodenum_Day21,Aspergillus_CA14_GCA_003709025.1,-0.09185055282746246
Duodenum_Day35,Aspergillus_CA14_GCA_003709025.1,-0.3598403837091275
Duodenum_Day7,Aspergillus_CA14_GCA_003709025.1,-0.009228981538468961
Feces_Day1,Aspergillus_CA14_GCA_003709025.1,0.09369080272419827
Feces_Day21,Aspergillus_CA14_GCA_003709025.1,-0.1083854057421274
Feces_Day35,Aspergillus_CA14_GCA_003709025.1,0.34662419262184674
Feces_Day7,Aspergillus_CA14_GCA_003709025.1,-0.284721525119082
Cecum_Day1,Aspergillus_cbs_101740_gca_001889945.Aspbr1,-0.033213665369806744
Cecum_Day21,Aspergillus_cbs_101740_gca_001889945.Aspbr1,0.323787910389405
Cecum_Day35,Aspergillus_cbs_101740_gca_001889945.Aspbr1,0.29533537679558886
Cecum_Day7,Aspergillus_cbs_101740_gca_001889945.Aspbr1,0.21221721410234062
Duodenum_Day21,Aspergillus_cbs_101740_gca_001889945.Aspbr1,0.11574370109379517
Duodenum_Day35,Aspergillus_cbs_101740_gca_001889945.Aspbr1,-0.004410342988211635
Duodenum_Day7,Aspergillus_cbs_101740_gca_001889945.Aspbr1,-0.05778450801812429
Feces_Day1,Aspergillus_cbs_101740_gca_001889945.Aspbr1,-0.4341706929211777
Feces_Day21,Aspergillus_cbs_101740_gca_001889945.Aspbr1,0.4005714599761041
Feces_Day35,Aspergillus_cbs_101740_gca_001889945.Aspbr1,0.0320354981863713
Feces_Day7,Aspergillus_cbs_101740_gca_001889945.Aspbr1,-0.7207288475578078
Cecum_Day1,Aspergillus_cbs_101883_gca_003184595.Asplac1,-0.0675331828044703
Cecum_Day21,Aspergillus_cbs_101883_gca_003184595.Asplac1,-0.012185212237188603
Cecum_Day35,Aspergillus_cbs_101883_gca_003184595.Asplac1,0.790881036297362
Cecum_Day7,Aspergillus_cbs_101883_gca_003184595.Asplac1,0.2280296035929239
Duodenum_Day21,Aspergillus_cbs_101883_gca_003184595.Asplac1,0.06424844891896875
Duodenum_Day35,Aspergillus_cbs_101883_gca_003184595.Asplac1,0.030183054647704655
Duodenum_Day7,Aspergillus_cbs_101883_gca_003184595.Asplac1,-0.0609907461810546
Feces_Day1,Aspergillus_cbs_101883_gca_003184595.Asplac1,-0.2518676622670917
Feces_Day21,Aspergillus_cbs_101883_gca_003184595.Asplac1,0.3396730959630667
Feces_Day35,Aspergillus_cbs_101883_gca_003184595.Asplac1,0.32122475926389216
Feces_Day7,Aspergillus_cbs_101883_gca_003184595.Asplac1,-0.48700130865948554
Cecum_Day1,Aspergillus_CBS_101883_GCF_003184595.1,-0.06804853473318007
Cecum_Day21,Aspergillus_CBS_101883_GCF_003184595.1,0.31576268994286005
Cecum_Day35,Aspergillus_CBS_101883_GCF_003184595.1,0.26165427386833273
Cecum_Day7,Aspergillus_CBS_101883_GCF_003184595.1,0.12192502924438431
Duodenum_Day21,Aspergillus_CBS_101883_GCF_003184595.1,-0.052099959672255114
Duodenum_Day35,Aspergillus_CBS_101883_GCF_003184595.1,0.014137514985898214
Duodenum_Day7,Aspergillus_CBS_101883_GCF_003184595.1,-0.06489444794688692
Feces_Day1,Aspergillus_CBS_101883_GCF_003184595.1,-0.05322969543209499
Feces_Day21,Aspergillus_CBS_101883_GCF_003184595.1,0.4377899773997158
Feces_Day35,Aspergillus_CBS_101883_GCF_003184595.1,-0.12898694345176587
Feces_Day7,Aspergillus_CBS_101883_GCF_003184595.1,-0.5764666074606171
Cecum_Day1,Aspergillus_CBS_101889_GCA_003184865.1,-0.02884777787061843
Cecum_Day21,Aspergillus_CBS_101889_GCA_003184865.1,0.3091716021149087
Cecum_Day35,Aspergillus_CBS_101889_GCA_003184865.1,0.5201679774807848
Cecum_Day7,Aspergillus_CBS_101889_GCA_003184865.1,0.10485687471636762
Duodenum_Day21,Aspergillus_CBS_101889_GCA_003184865.1,-0.07098924417393393
Duodenum_Day35,Aspergillus_CBS_101889_GCA_003184865.1,0.014552245972800915
Duodenum_Day7,Aspergillus_CBS_101889_GCA_003184865.1,-0.018543013146181675
Feces_Day1,Aspergillus_CBS_101889_GCA_003184865.1,-0.19214065695143878
Feces_Day21,Aspergillus_CBS_101889_GCA_003184865.1,0.29250947883016476
Feces_Day35,Aspergillus_CBS_101889_GCA_003184865.1,0.16686857023821355
Feces_Day7,Aspergillus_CBS_101889_GCA_003184865.1,-0.47793355028675144
Cecum_Day1,Aspergillus_cbs_112811_gca_003184755.Asppip1,-0.08234086269883933
Cecum_Day21,Aspergillus_cbs_112811_gca_003184755.Asppip1,0.24114819074720195
Cecum_Day35,Aspergillus_cbs_112811_gca_003184755.Asppip1,0.791084190425712
Cecum_Day7,Aspergillus_cbs_112811_gca_003184755.Asppip1,0.17127459289467484
Duodenum_Day21,Aspergillus_cbs_112811_gca_003184755.Asppip1,-0.2713867234574612
Duodenum_Day35,Aspergillus_cbs_112811_gca_003184755.Asppip1,0.007401072936207065
Duodenum_Day7,Aspergillus_cbs_112811_gca_003184755.Asppip1,-0.12221905481095341
Feces_Day1,Aspergillus_cbs_112811_gca_003184755.Asppip1,-0.43654371361291666
Feces_Day21,Aspergillus_cbs_112811_gca_003184755.Asppip1,0.258640557360422
Feces_Day35,Aspergillus_cbs_112811_gca_003184755.Asppip1,0.23975978127640207
Feces_Day7,Aspergillus_cbs_112811_gca_003184755.Asppip1,-0.37977827803672315
Cecum_Day1,Aspergillus_cbs_113365_gca_003184925.Aspvad1,0.11246168896267061
Cecum_Day21,Aspergillus_cbs_113365_gca_003184925.Aspvad1,0.16344670749601198
Cecum_Day35,Aspergillus_cbs_113365_gca_003184925.Aspvad1,0.6913586736788557
Cecum_Day7,Aspergillus_cbs_113365_gca_003184925.Aspvad1,0.038393609480127155
Duodenum_Day21,Aspergillus_cbs_113365_gca_003184925.Aspvad1,-0.0740219241632083
Duodenum_Day35,Aspergillus_cbs_113365_gca_003184925.Aspvad1,-0.12269495158833732
Duodenum_Day7,Aspergillus_cbs_113365_gca_003184925.Aspvad1,-0.06222486164935859
Feces_Day1,Aspergillus_cbs_113365_gca_003184925.Aspvad1,-0.25396521483948886
Feces_Day21,Aspergillus_cbs_113365_gca_003184925.Aspvad1,0.3494111221187808
Feces_Day35,Aspergillus_cbs_113365_gca_003184925.Aspvad1,0.19083093822976638
Feces_Day7,Aspergillus_cbs_113365_gca_003184925.Aspvad1,-0.48365451722514186
Cecum_Day1,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.11227182497517019
Cecum_Day21,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.27787656135291083
Cecum_Day35,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.7245762884025064
Cecum_Day7,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.05243210464273851
Duodenum_Day21,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,-0.08993257139255051
Duodenum_Day35,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.023396886559065244
Duodenum_Day7,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,-0.22770405052443188
Feces_Day1,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,-0.12480004875921136
Feces_Day21,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.1447835721784152
Feces_Day35,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,0.13254552944429543
Feces_Day7,Trichoderma_cbs_433_97_gca_003025105.Trias_v._1.0,-0.5581047996553195
Cecum_Day1,Trichoderma_gca_002022785.ASM202278v1,0.11624571234105607
Cecum_Day21,Trichoderma_gca_002022785.ASM202278v1,0.2377602825615801
Cecum_Day35,Trichoderma_gca_002022785.ASM202278v1,0.7837828448081379
Cecum_Day7,Trichoderma_gca_002022785.ASM202278v1,0.042041945423582305
Duodenum_Day21,Trichoderma_gca_002022785.ASM202278v1,-2.512160325007784e-05
Duodenum_Day35,Trichoderma_gca_002022785.ASM202278v1,-0.16311533697724423
Duodenum_Day7,Trichoderma_gca_002022785.ASM202278v1,-0.09201832607167315
Feces_Day1,Trichoderma_gca_002022785.ASM202278v1,-0.43533684734743616
Feces_Day21,Trichoderma_gca_002022785.ASM202278v1,0.2877050305112281
Feces_Day35,Trichoderma_gca_002022785.ASM202278v1,0.37503520100501664
Feces_Day7,Trichoderma_gca_002022785.ASM202278v1,-0.5739637035926954
Cecum_Day1,Trichoderma_gca_003025115.Trici_v4.0,0.11441066570407532
Cecum_Day21,Trichoderma_gca_003025115.Trici_v4.0,0.1475316282716248
Cecum_Day35,Trichoderma_gca_003025115.Trici_v4.0,0.6557946624587643
Cecum_Day7,Trichoderma_gca_003025115.Trici_v4.0,0.17416630721782833
Duodenum_Day21,Trichoderma_gca_003025115.Trici_v4.0,-0.012783908930577681
Duodenum_Day35,Trichoderma_gca_003025115.Trici_v4.0,0.029679805739080578
Duodenum_Day7,Trichoderma_gca_003025115.Trici_v4.0,-0.03065141850569031
Feces_Day1,Trichoderma_gca_003025115.Trici_v4.0,-0.3190619148525098
Feces_Day21,Trichoderma_gca_003025115.Trici_v4.0,0.22688101354992796
Feces_Day35,Trichoderma_gca_003025115.Trici_v4.0,0.1469230782858837
Feces_Day7,Trichoderma_gca_003025115.Trici_v4.0,-0.5719695090115504
Cecum_Day1,Wickerhamomyces_NRRL_Y,0.11927089275607283
Cecum_Day21,Wickerhamomyces_NRRL_Y,0.28497839187177965
Cecum_Day35,Wickerhamomyces_NRRL_Y,0.7678822792210067
Cecum_Day7,Wickerhamomyces_NRRL_Y,0.19178264533398504
Duodenum_Day21,Wickerhamomyces_NRRL_Y,-0.06511760933234179
Duodenum_Day35,Wickerhamomyces_NRRL_Y,0.060702367265848434
Duodenum_Day7,Wickerhamomyces_NRRL_Y,-0.05929799104666511
Feces_Day1,Wickerhamomyces_NRRL_Y,-0.21203470127759738
Feces_Day21,Wickerhamomyces_NRRL_Y,0.2583002614368577
Feces_Day35,Wickerhamomyces_NRRL_Y,-0.20343868739863424
Feces_Day7,Wickerhamomyces_NRRL_Y,-0.565202089347038
Cecum_Day1,Aspergillus_gca_000986645.ASM98664v1,-0.028105683638178558
Cecum_Day21,Aspergillus_gca_000986645.ASM98664v1,0.366242613195499
Cecum_Day35,Aspergillus_gca_000986645.ASM98664v1,0.6655527517880329
Cecum_Day7,Aspergillus_gca_000986645.ASM98664v1,0.064600740890705
Duodenum_Day21,Aspergillus_gca_000986645.ASM98664v1,0.04619626034025259
Duodenum_Day35,Aspergillus_gca_000986645.ASM98664v1,-0.20340380238459055
Duodenum_Day7,Aspergillus_gca_000986645.ASM98664v1,-0.2480813600931171
Feces_Day1,Aspergillus_gca_000986645.ASM98664v1,-0.1904109972814565
Feces_Day21,Aspergillus_gca_000986645.ASM98664v1,0.18241071888043336
Feces_Day35,Aspergillus_gca_000986645.ASM98664v1,-0.7446851029080142
Feces_Day7,Aspergillus_gca_000986645.ASM98664v1,-0.4468821501044673
