sample_id,shannon_index,growth_rate,yeast_type
Cecum_Day21,2.501956244882025,0.0957639931756736,Fusarium_f_sp_vasinfectum_25433_gca_000260175_FO_Cotton_V1
Cecum_Day35,2.568349183812363,0.0649952585949167,Fusarium_f_sp_vasinfectum_25433_gca_000260175_FO_Cotton_V1
Cecum_Day7,2.1086110828310196,0.1029916711397594,Fusarium_f_sp_vasinfectum_25433_gca_000260175_FO_Cotton_V1
Duodenum_Day21,1.7149948446426413,0.1151693370318022,Fusarium_f_sp_vasinfectum_25433_gca_000260175_FO_Cotton_V1
Duodenum_Day35,1.1865869155886823,0.1615205920503043,Fusarium_f_sp_vasinfectum_25433_gca_000260175_FO_Cotton_V1
Duodenum_Day7,1.2496187824769645,0.1496007375384015,Fusarium_f_sp_vasinfectum_25433_gca_000260175_FO_Cotton_V1
Feces_Day1,2.729390325984037,0.105564906358987,Fusarium_f_sp_vasinfectum_25433_gca_000260175_FO_Cotton_V1
Feces_Day21,1.6952905064999007,0.1123296414001897,Fusarium_f_sp_vasinfectum_25433_gca_000260175_FO_Cotton_V1
Feces_Day35,1.547323232518562,0.1104795896622313,Fusarium_f_sp_vasinfectum_25433_gca_000260175_FO_Cotton_V1
Feces_Day7,0.8327936077405328,0.1057308523269253,Fusarium_f_sp_vasinfectum_25433_gca_000260175_FO_Cotton_V1
Cecum_Day1,0.6156872398697792,0.1793639584673342,Fusarium_gca_001292635_ASM129263v1
Cecum_Day21,2.501956244882025,0.0957656550256961,Fusarium_gca_001292635_ASM129263v1
Cecum_Day35,2.568349183812363,0.0787913528089506,Fusarium_gca_001292635_ASM129263v1
Cecum_Day7,2.1086110828310196,0.1029917141739223,Fusarium_gca_001292635_ASM129263v1
Duodenum_Day21,1.7149948446426413,0.0970260761658566,Fusarium_gca_001292635_ASM129263v1
Duodenum_Day35,1.1865869155886823,0.1615205936360308,Fusarium_gca_001292635_ASM129263v1
Duodenum_Day7,1.2496187824769645,0.1496014224019778,Fusarium_gca_001292635_ASM129263v1
Feces_Day1,2.729390325984037,0.0864422519889418,Fusarium_gca_001292635_ASM129263v1
Feces_Day21,1.6952905064999007,0.1123298336738923,Fusarium_gca_001292635_ASM129263v1
Feces_Day35,1.547323232518562,0.1104795908881152,Fusarium_gca_001292635_ASM129263v1
Feces_Day7,0.8327936077405328,0.087671239984219,Fusarium_gca_001292635_ASM129263v1
Cecum_Day1,0.6156872398697792,0.1793638654441678,Fusarium_gca_900044065_Genome_assembly_version_1
Cecum_Day21,2.501956244882025,0.0957639931765595,Fusarium_gca_900044065_Genome_assembly_version_1
Cecum_Day35,2.568349183812363,0.0899218317199071,Fusarium_gca_900044065_Genome_assembly_version_1
Cecum_Day7,2.1086110828310196,0.1029917071153015,Fusarium_gca_900044065_Genome_assembly_version_1
Duodenum_Day21,1.7149948446426413,0.1022321716621218,Fusarium_gca_900044065_Genome_assembly_version_1
Duodenum_Day35,1.1865869155886823,0.1615262513897213,Fusarium_gca_900044065_Genome_assembly_version_1
Duodenum_Day7,1.2496187824769645,0.1496014292042899,Fusarium_gca_900044065_Genome_assembly_version_1
Feces_Day1,2.729390325984037,0.116675180496874,Fusarium_gca_900044065_Genome_assembly_version_1
Feces_Day21,1.6952905064999007,0.1123298070956191,Fusarium_gca_900044065_Genome_assembly_version_1
Feces_Day35,1.547323232518562,0.1104795956185486,Fusarium_gca_900044065_Genome_assembly_version_1
Feces_Day7,0.8327936077405328,0.0970583148316127,Fusarium_gca_900044065_Genome_assembly_version_1
Cecum_Day1,0.6156872398697792,0.1793639399165763,Fusarium_NRRL_13405_GCA_003012295_1
Cecum_Day21,2.501956244882025,0.0957639931757858,Fusarium_NRRL_13405_GCA_003012295_1
Cecum_Day35,2.568349183812363,0.0779349627360618,Fusarium_NRRL_13405_GCA_003012295_1
Cecum_Day7,2.1086110828310196,0.1029915841896881,Fusarium_NRRL_13405_GCA_003012295_1
Duodenum_Day21,1.7149948446426413,0.1256036844917995,Fusarium_NRRL_13405_GCA_003012295_1
Duodenum_Day35,1.1865869155886823,0.1615418190761144,Fusarium_NRRL_13405_GCA_003012295_1
Duodenum_Day7,1.2496187824769645,0.1496014292043347,Fusarium_NRRL_13405_GCA_003012295_1
Feces_Day1,2.729390325984037,0.1090338330448897,Fusarium_NRRL_13405_GCA_003012295_1
Feces_Day21,1.6952905064999007,0.112329593957699,Fusarium_NRRL_13405_GCA_003012295_1
Feces_Day35,1.547323232518562,0.1104796005490705,Fusarium_NRRL_13405_GCA_003012295_1
Feces_Day7,0.8327936077405328,0.1140146000313533,Fusarium_NRRL_13405_GCA_003012295_1
Cecum_Day1,0.6156872398697792,0.1793639603627918,Fusarium_NRRL_20438_GCA_003947045_1
Cecum_Day21,2.501956244882025,0.0957639931755287,Fusarium_NRRL_20438_GCA_003947045_1
Cecum_Day35,2.568349183812363,0.0613944943901192,Fusarium_NRRL_20438_GCA_003947045_1
Cecum_Day7,2.1086110828310196,0.1029917027027473,Fusarium_NRRL_20438_GCA_003947045_1
Duodenum_Day21,1.7149948446426413,0.0946318272863417,Fusarium_NRRL_20438_GCA_003947045_1
Duodenum_Day35,1.1865869155886823,0.1615267604255108,Fusarium_NRRL_20438_GCA_003947045_1
Duodenum_Day7,1.2496187824769645,0.1495995780168315,Fusarium_NRRL_20438_GCA_003947045_1
Feces_Day1,2.729390325984037,0.1166751804998014,Fusarium_NRRL_20438_GCA_003947045_1
Feces_Day21,1.6952905064999007,0.1123298338674982,Fusarium_NRRL_20438_GCA_003947045_1
Feces_Day35,1.547323232518562,0.1104796013018891,Fusarium_NRRL_20438_GCA_003947045_1
Feces_Day7,0.8327936077405328,0.1075135626802803,Fusarium_NRRL_20438_GCA_003947045_1
Cecum_Day1,0.6156872398697792,0.1793637589278131,Fusarium_NRRL_3299_GCA_003012315_1
Cecum_Day21,2.501956244882025,0.0957639931755461,Fusarium_NRRL_3299_GCA_003012315_1
Cecum_Day35,2.568349183812363,0.0878014502803112,Fusarium_NRRL_3299_GCA_003012315_1
Cecum_Day7,2.1086110828310196,0.1029892649185144,Fusarium_NRRL_3299_GCA_003012315_1
Duodenum_Day21,1.7149948446426413,0.1028572356296376,Fusarium_NRRL_3299_GCA_003012315_1
Duodenum_Day35,1.1865869155886823,0.1615205852621328,Fusarium_NRRL_3299_GCA_003012315_1
Duodenum_Day7,1.2496187824769645,0.1496011640872161,Fusarium_NRRL_3299_GCA_003012315_1
Feces_Day1,2.729390325984037,0.1166751804996014,Fusarium_NRRL_3299_GCA_003012315_1
Feces_Day21,1.6952905064999007,0.1123466064408839,Fusarium_NRRL_3299_GCA_003012315_1
Feces_Day35,1.547323232518562,0.1104795086458391,Fusarium_NRRL_3299_GCA_003012315_1
Feces_Day7,0.8327936077405328,0.1076244750163312,Fusarium_NRRL_3299_GCA_003012315_1
Cecum_Day1,0.615687239869779,0.1793639389672829,Hanseniaspora_gca_001747045_ASM174704v1
Cecum_Day21,2.501956244882025,0.0957639931775088,Hanseniaspora_gca_001747045_ASM174704v1
Cecum_Day35,2.568349183812363,0.0999014806074213,Hanseniaspora_gca_001747045_ASM174704v1
Cecum_Day7,2.1086110828310196,0.1029916942684468,Hanseniaspora_gca_001747045_ASM174704v1
Duodenum_Day21,1.7149948446426413,0.1256075825956856,Hanseniaspora_gca_001747045_ASM174704v1
Duodenum_Day35,1.1865869155886826,0.161520573055338,Hanseniaspora_gca_001747045_ASM174704v1
Duodenum_Day7,1.2496187824769645,0.1496008467289751,Hanseniaspora_gca_001747045_ASM174704v1
Feces_Day1,2.729390325984037,0.1166751804995593,Hanseniaspora_gca_001747045_ASM174704v1
Feces_Day21,1.6952905064999009,0.1123296507529671,Hanseniaspora_gca_001747045_ASM174704v1
Feces_Day35,1.547323232518562,0.1104794770015069,Hanseniaspora_gca_001747045_ASM174704v1
Feces_Day7,0.8327936077405328,0.0999327847504135,Hanseniaspora_gca_001747045_ASM174704v1
Cecum_Day1,0.615687239869779,0.179363881079577,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Cecum_Day21,2.501956244882025,0.0957639931756932,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Cecum_Day35,2.5683491838123635,0.0733524909327265,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Cecum_Day7,2.1086110828310196,0.102991714172705,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Duodenum_Day21,1.7149948446426413,0.1236441649250796,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Duodenum_Day35,1.1865869155886826,0.1615205798628255,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Duodenum_Day7,1.2496187824769645,0.1496014292042754,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Feces_Day1,2.729390325984037,0.1166751804994129,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Feces_Day21,1.695290506499901,0.1123297586288034,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Feces_Day35,1.547323232518562,0.1104795884935293,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Feces_Day7,0.8327936077405328,0.1074759292043442,Hyphopichia_nrrl_y_1933_gca_001661395_Hypbu1
Cecum_Day1,0.615687239869779,0.1793638629988568,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Cecum_Day21,2.501956244882025,0.0957639931760577,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Cecum_Day35,2.5683491838123635,0.0733168167098456,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Cecum_Day7,2.1086110828310196,0.1029917141798815,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Duodenum_Day21,1.7149948446426413,0.1256036844891228,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Duodenum_Day35,1.1865869155886823,0.1615205274203477,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Duodenum_Day7,1.2496187824769645,0.1496010690818502,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Feces_Day1,2.729390325984037,0.1166751804996283,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Feces_Day21,1.6952905064999009,0.1123298336756545,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Feces_Day35,1.547323232518562,0.1104795898237165,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Feces_Day7,0.8327936077405328,0.1085033419736556,Aspergillus_atcc_1015_gca_000230395_ASPNI_v3_0
Cecum_Day1,0.615687239869779,0.1793639603636142,Aspergillus_ATCC_13157_GCA_003344505_1
Cecum_Day21,2.501956244882025,0.0957639490161628,Aspergillus_ATCC_13157_GCA_003344505_1
Cecum_Day35,2.5683491838123635,0.0628071389340436,Aspergillus_ATCC_13157_GCA_003344505_1
Cecum_Day7,2.1086110828310196,0.1029912835731917,Aspergillus_ATCC_13157_GCA_003344505_1
Duodenum_Day21,1.7149948446426413,0.0839486710987871,Aspergillus_ATCC_13157_GCA_003344505_1
Duodenum_Day35,1.1865869155886823,0.1615205633204667,Aspergillus_ATCC_13157_GCA_003344505_1
Duodenum_Day7,1.2496187824769645,0.1495995141604231,Aspergillus_ATCC_13157_GCA_003344505_1
Feces_Day1,2.729390325984037,0.1156407291893987,Aspergillus_ATCC_13157_GCA_003344505_1
Feces_Day21,1.6952905064999009,0.1123297790407274,Aspergillus_ATCC_13157_GCA_003344505_1
Feces_Day35,1.547323232518562,0.1104796044294198,Aspergillus_ATCC_13157_GCA_003344505_1
Feces_Day7,0.8327936077405328,0.1074833147632708,Aspergillus_ATCC_13157_GCA_003344505_1
Cecum_Day1,0.615687239869779,0.1793638746654994,Aspergillus_ATCC_13496_GCA_003344705_1
Cecum_Day21,2.501956244882025,0.0957639931757264,Aspergillus_ATCC_13496_GCA_003344705_1
Cecum_Day35,2.5683491838123635,0.0686615216728108,Aspergillus_ATCC_13496_GCA_003344705_1
Cecum_Day7,2.1086110828310196,0.1029917141726205,Aspergillus_ATCC_13496_GCA_003344705_1
Duodenum_Day21,1.7149948446426413,0.1050811579074872,Aspergillus_ATCC_13496_GCA_003344705_1
Duodenum_Day35,1.1865869155886823,0.1615454684902253,Aspergillus_ATCC_13496_GCA_003344705_1
Duodenum_Day7,1.2496187824769645,0.1496009620031198,Aspergillus_ATCC_13496_GCA_003344705_1
Feces_Day1,2.729390325984037,0.1166754345229615,Aspergillus_ATCC_13496_GCA_003344705_1
Feces_Day21,1.6952905064999009,0.1123297754648697,Aspergillus_ATCC_13496_GCA_003344705_1
Feces_Day35,1.547323232518562,0.1104795873499315,Aspergillus_ATCC_13496_GCA_003344705_1
Feces_Day7,0.8327936077405328,0.1172787751281519,Aspergillus_ATCC_13496_GCA_003344705_1
Cecum_Day1,0.615687239869779,0.1793639511688231,Aspergillus_ATCC_16872_GCF_001890905_1
Cecum_Day21,2.501956244882025,0.0957639931755242,Aspergillus_ATCC_16872_GCF_001890905_1
Cecum_Day35,2.5683491838123635,0.0853772955602991,Aspergillus_ATCC_16872_GCF_001890905_1
Cecum_Day7,2.1086110828310196,0.1029916952225731,Aspergillus_ATCC_16872_GCF_001890905_1
Duodenum_Day21,1.7149948446426413,0.1256036844901297,Aspergillus_ATCC_16872_GCF_001890905_1
Duodenum_Day35,1.1865869155886823,0.1615205943969737,Aspergillus_ATCC_16872_GCF_001890905_1
Duodenum_Day7,1.2496187824769645,0.1496014292047551,Aspergillus_ATCC_16872_GCF_001890905_1
Feces_Day1,2.729390325984037,0.1165408692547927,Aspergillus_ATCC_16872_GCF_001890905_1
Feces_Day21,1.6952905064999009,0.1123298336793504,Aspergillus_ATCC_16872_GCF_001890905_1
Feces_Day35,1.547323232518562,0.1104796025170627,Aspergillus_ATCC_16872_GCF_001890905_1
Feces_Day7,0.8327936077405328,0.1140907775425331,Aspergillus_ATCC_16872_GCF_001890905_1
Cecum_Day1,0.615687239869779,0.1793607084727045,Aspergillus_CA14_GCA_003709025_1
Cecum_Day21,2.501956244882025,0.0584225035524953,Aspergillus_CA14_GCA_003709025_1
Cecum_Day35,2.5683491838123635,0.0589979344827609,Aspergillus_CA14_GCA_003709025_1
Cecum_Day7,2.1086110828310196,0.0576513902446783,Aspergillus_CA14_GCA_003709025_1
Duodenum_Day21,1.7149948446426413,0.0747719768800486,Aspergillus_CA14_GCA_003709025_1
Duodenum_Day35,1.1865869155886823,1.8919783261502285e-06,Aspergillus_CA14_GCA_003709025_1
Duodenum_Day7,1.2496187824769645,0.0004239304289288,Aspergillus_CA14_GCA_003709025_1
Feces_Day1,2.729390325984037,0.0575291101844001,Aspergillus_CA14_GCA_003709025_1
Feces_Day21,1.6952905064999009,0.0,Aspergillus_CA14_GCA_003709025_1
Feces_Day35,1.547323232518562,0.0001812020200926,Aspergillus_CA14_GCA_003709025_1
Feces_Day7,0.8327936077405328,0.0654557501246289,Aspergillus_CA14_GCA_003709025_1
Cecum_Day1,0.615687239869779,0.1793639473514129,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Cecum_Day21,2.501956244882025,0.0957639931758239,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Cecum_Day35,2.5683491838123635,0.078669522621048,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Cecum_Day7,2.1086110828310196,0.1029903493489937,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Duodenum_Day21,1.7149948446426413,0.0860933964964532,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Duodenum_Day35,1.1865869155886823,0.1615205748257348,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Duodenum_Day7,1.2496187824769645,0.149598084421129,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Feces_Day1,2.729390325984037,0.1166751804995201,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Feces_Day21,1.6952905064999009,0.1123298329803105,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Feces_Day35,1.547323232518562,0.1104795692061394,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Feces_Day7,0.8327936077405328,0.1316450081020718,Aspergillus_cbs_101740_gca_001889945_Aspbr1
Cecum_Day1,0.615687239869779,0.1793637554613098,Aspergillus_cbs_101883_gca_003184595_Asplac1
Cecum_Day21,2.501956244882025,0.0957639931757877,Aspergillus_cbs_101883_gca_003184595_Asplac1
Cecum_Day35,2.5683491838123635,0.066787414355008,Aspergillus_cbs_101883_gca_003184595_Asplac1
Cecum_Day7,2.1086110828310196,0.1029909050403828,Aspergillus_cbs_101883_gca_003184595_Asplac1
Duodenum_Day21,1.7149948446426413,0.0883137845629362,Aspergillus_cbs_101883_gca_003184595_Asplac1
Duodenum_Day35,1.1865869155886823,0.1615205706986766,Aspergillus_cbs_101883_gca_003184595_Asplac1
Duodenum_Day7,1.2496187824769645,0.1496013825307368,Aspergillus_cbs_101883_gca_003184595_Asplac1
Feces_Day1,2.729390325984037,0.1166870699479673,Aspergillus_cbs_101883_gca_003184595_Asplac1
Feces_Day21,1.6952905064999009,0.1123297368695919,Aspergillus_cbs_101883_gca_003184595_Asplac1
Feces_Day35,1.547323232518562,0.1104795874547202,Aspergillus_cbs_101883_gca_003184595_Asplac1
Feces_Day7,0.8327936077405328,0.1056112425219618,Aspergillus_cbs_101883_gca_003184595_Asplac1
Cecum_Day1,0.615687239869779,0.1793639496662211,Aspergillus_CBS_101883_GCF_003184595_1
Cecum_Day21,2.501956244882025,0.0957639931752885,Aspergillus_CBS_101883_GCF_003184595_1
Cecum_Day35,2.5683491838123635,0.0999014806074029,Aspergillus_CBS_101883_GCF_003184595_1
Cecum_Day7,2.1086110828310196,0.102991619834684,Aspergillus_CBS_101883_GCF_003184595_1
Duodenum_Day21,1.7149948446426413,0.1147899184571199,Aspergillus_CBS_101883_GCF_003184595_1
Duodenum_Day35,1.1865869155886823,0.1615205647633754,Aspergillus_CBS_101883_GCF_003184595_1
Duodenum_Day7,1.2496187824769645,0.1496010304756577,Aspergillus_CBS_101883_GCF_003184595_1
Feces_Day1,2.729390325984037,0.0898799764135757,Aspergillus_CBS_101883_GCF_003184595_1
Feces_Day21,1.6952905064999009,0.1123298337555472,Aspergillus_CBS_101883_GCF_003184595_1
Feces_Day35,1.547323232518562,0.1104795759375917,Aspergillus_CBS_101883_GCF_003184595_1
Feces_Day7,0.8327936077405328,0.1207465906863528,Aspergillus_CBS_101883_GCF_003184595_1
Cecum_Day1,0.615687239869779,0.1793639605360227,Aspergillus_CBS_101889_GCA_003184865_1
Cecum_Day21,2.501956244882025,0.0957639931755971,Aspergillus_CBS_101889_GCA_003184865_1
Cecum_Day35,2.5683491838123635,0.0871802610708618,Aspergillus_CBS_101889_GCA_003184865_1
Cecum_Day7,2.1086110828310196,0.1029915266335682,Aspergillus_CBS_101889_GCA_003184865_1
Duodenum_Day21,1.7149948446426413,0.1227205401639591,Aspergillus_CBS_101889_GCA_003184865_1
Duodenum_Day35,1.1865869155886823,0.1615205611223727,Aspergillus_CBS_101889_GCA_003184865_1
Duodenum_Day7,1.2496187824769645,0.1495994798778072,Aspergillus_CBS_101889_GCA_003184865_1
Feces_Day1,2.729390325984037,0.0883213036746684,Aspergillus_CBS_101889_GCA_003184865_1
Feces_Day21,1.6952905064999009,0.1123297810936913,Aspergillus_CBS_101889_GCA_003184865_1
Feces_Day35,1.547323232518562,0.1104795630363238,Aspergillus_CBS_101889_GCA_003184865_1
Feces_Day7,0.8327936077405328,0.1000553713818309,Aspergillus_CBS_101889_GCA_003184865_1
Cecum_Day1,0.615687239869779,0.1793639198565211,Aspergillus_cbs_112811_gca_003184755_Asppip1
Cecum_Day21,2.501956244882025,0.0957640017265758,Aspergillus_cbs_112811_gca_003184755_Asppip1
Cecum_Day35,2.5683491838123635,0.0642896119189559,Aspergillus_cbs_112811_gca_003184755_Asppip1
Cecum_Day7,2.1086110828310196,0.1029912918071574,Aspergillus_cbs_112811_gca_003184755_Asppip1
Duodenum_Day21,1.7149948446426413,0.1256053029951351,Aspergillus_cbs_112811_gca_003184755_Asppip1
Duodenum_Day35,1.1865869155886823,0.1615478107339229,Aspergillus_cbs_112811_gca_003184755_Asppip1
Duodenum_Day7,1.2496187824769645,0.1496000149509434,Aspergillus_cbs_112811_gca_003184755_Asppip1
Feces_Day1,2.729390325984037,0.1166755617773147,Aspergillus_cbs_112811_gca_003184755_Asppip1
Feces_Day21,1.6952905064999009,0.1123297934201749,Aspergillus_cbs_112811_gca_003184755_Asppip1
Feces_Day35,1.547323232518562,0.1104795897231063,Aspergillus_cbs_112811_gca_003184755_Asppip1
Feces_Day7,0.8327936077405328,0.0900984106940877,Aspergillus_cbs_112811_gca_003184755_Asppip1
Cecum_Day1,0.615687239869779,0.1793639125960693,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Cecum_Day21,2.501956244882025,0.0957639931770021,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Cecum_Day35,2.5683491838123635,0.0782337043348038,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Cecum_Day7,2.1086110828310196,0.1029906883689456,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Duodenum_Day21,1.7149948446426413,0.1089982062617772,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Duodenum_Day35,1.1865869155886823,0.1615439601419185,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Duodenum_Day7,1.2496187824769645,0.1496000875161049,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Feces_Day1,2.729390325984037,0.1098457782152337,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Feces_Day21,1.6952905064999009,0.1123297585001878,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Feces_Day35,1.547323232518562,0.1104795620107782,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Feces_Day7,0.8327936077405328,0.100695917887586,Aspergillus_cbs_113365_gca_003184925_Aspvad1
Cecum_Day1,0.6156872398697791,0.1793639182518363,Trichoderma_cbs_433_97_gca_003025105_Trias_v__1_0
Cecum_Day21,2.5019562448820247,0.0957639931765287,Trichoderma_cbs_433_97_gca_003025105_Trias_v__1_0
Cecum_Day35,2.5683491838123635,0.0714524080786523,Trichoderma_cbs_433_97_gca_003025105_Trias_v__1_0
Cecum_Day7,2.10861108283102,0.1029916440603319,Trichoderma_cbs_433_97_gca_003025105_Trias_v__1_0
