taxon,sample_id,tolerance,reaction,flux,abundance,metabolite,direction
medium,Caecum_Day21,1e-06,EX_arg_L_m,-0.010502194914774296,,arg_L_m,import
medium,Caecum_Day21,1e-06,EX_lac_D_m,0.004950510311856718,,lac_D_m,export
medium,Caecum_Day21,1e-06,EX_fol_m,-0.0002381909929832052,,fol_m,import
medium,Caecum_Day21,1e-06,EX_Tn_antigen_m,0.04310045516519637,,Tn_antigen_m,export
medium,Caecum_Day21,1e-06,EX_ocdca_m,0.006175548538800901,,ocdca_m,export
medium,Caecum_Day21,1e-06,EX_cobalt2_m,-0.00020024000224761563,,cobalt2_m,import
medium,Caecum_Day21,1e-06,EX_fe2_m,-0.00020772094393698307,,fe2_m,import
medium,Caecum_Day21,1e-06,EX_acac_m,0.0037582542058825605,,acac_m,export
medium,Caecum_Day21,1e-06,EX_cl_m,-0.00020024000170528237,,cl_m,import
medium,Caecum_Day21,1e-06,EX_fum_m,0.004881126662443717,,fum_m,export
medium,Caecum_Day21,1e-06,EX_MGlcn100_m,-0.025718089972722378,,MGlcn100_m,import
medium,Caecum_Day21,1e-06,EX_rib_D_m,0.002938498075417154,,rib_D_m,export
medium,Caecum_Day21,1e-06,EX_gal_m,0.002239009117135371,,gal_m,export
medium,Caecum_Day21,1e-06,EX_spmd_m,-7.939700267470905e-05,,spmd_m,import
medium,Caecum_Day21,1e-06,EX_so4_m,-0.00012795155238693877,,so4_m,import
medium,Caecum_Day21,1e-06,EX_h_m,86.741256678755,,h_m,export
medium,Caecum_Day21,1e-06,EX_succ_m,0.004242070566763759,,succ_m,export
medium,Caecum_Day21,1e-06,EX_akg_m,0.003677754684201194,,akg_m,export
medium,Caecum_Day21,1e-06,EX_fuc_L_m,0.0016538760134889611,,fuc_L_m,export
medium,Caecum_Day21,1e-06,EX_glyc_m,0.004232051480441371,,glyc_m,export
medium,Caecum_Day21,1e-06,EX_MGlcn67_m,-0.01738236458842936,,MGlcn67_m,import
medium,Caecum_Day21,1e-06,EX_etoh_m,0.005043087322738132,,etoh_m,export
medium,Caecum_Day21,1e-06,EX_k_m,-0.00020024000230639362,,k_m,import
medium,Caecum_Day21,1e-06,EX_mn2_m,-0.00020024000252195998,,mn2_m,import
medium,Caecum_Day21,1e-06,EX_cys_L_m,-0.0035422802336132443,,cys_L_m,import
medium,Caecum_Day21,1e-06,EX_3mop_m,0.009854839015503901,,3mop_m,export
medium,Caecum_Day21,1e-06,EX_h2o_m,0.8901411331567389,,h2o_m,export
medium,Caecum_Day21,1e-06,EX_co2_m,0.3329309148050506,,co2_m,export
medium,Caecum_Day21,1e-06,EX_pyr_m,0.005910632356662513,,pyr_m,export
medium,Caecum_Day21,1e-06,EX_ca2_m,-0.0002069136870300033,,ca2_m,import
medium,Caecum_Day21,1e-06,EX_4hbz_m,0.010205937291883498,,4hbz_m,export
medium,Caecum_Day21,1e-06,EX_ac_m,0.007656022647638481,,ac_m,export
medium,Caecum_Day21,1e-06,EX_adn_m,-0.0009943720026265432,,adn_m,import
medium,Caecum_Day21,1e-06,EX_mg2_m,-0.00020024000230467167,,mg2_m,import
medium,Caecum_Day21,1e-06,EX_pnto_R_m,-3.2420091261516097e-05,,pnto_R_m,import
medium,Caecum_Day21,1e-06,EX_ttdca_m,0.0011293531642857244,,ttdca_m,export
medium,Caecum_Day21,1e-06,EX_cu2_m,-0.00020024000251881626,,cu2_m,import
medium,Caecum_Day21,1e-06,EX_but_m,0.003035238883527001,,but_m,export
medium,Caecum_Day21,1e-06,EX_dgsn_m,-0.0015076300026462006,,dgsn_m,import
medium,Caecum_Day21,1e-06,EX_dad_2_m,-0.0001627300026567053,,dad_2_m,import
medium,Caecum_Day21,1e-06,EX_fe3_m,-0.0002614375025774723,,fe3_m,import
medium,Caecum_Day21,1e-06,EX_h2_m,0.03189686590161492,,h2_m,export
medium,Caecum_Day21,1e-06,EX_ddca_m,0.0010008025369563373,,ddca_m,export
medium,Caecum_Day21,1e-06,EX_acald_m,0.006033257982078165,,acald_m,export
medium,Caecum_Day21,1e-06,EX_hdca_m,0.002561882359596222,,hdca_m,export
medium,Caecum_Day21,1e-06,EX_nac_m,0.011290728986187503,,nac_m,export
medium,Caecum_Day21,1e-06,EX_2ddglcn_m,5.620836311842729e-06,,2ddglcn_m,export
medium,Caecum_Day21,1e-06,EX_nmn_m,-0.011602547999920132,,nmn_m,import
medium,Caecum_Day21,1e-06,EX_ppa_m,0.0317445046834056,,ppa_m,export
medium,Caecum_Day21,1e-06,EX_glyc3p_m,-0.009103123985788362,,glyc3p_m,import
medium,Caecum_Day21,1e-06,EX_lac_L_m,0.00494979517540839,,lac_L_m,export
medium,Caecum_Day21,1e-06,EX_ins_m,-7.765020098007441e-05,,ins_m,import
medium,Caecum_Day21,1e-06,EX_12ppd_S_m,0.002704011096397293,,12ppd_S_m,export
medium,Caecum_Day21,1e-06,EX_for_m,0.0278360127745948,,for_m,export
medium,Caecum_Day21,1e-06,EX_gsn_m,-0.0015975150026463643,,gsn_m,import
medium,Caecum_Day21,1e-06,EX_glyclt_m,1.0143542899566632e-05,,glyclt_m,export
medium,Caecum_Day21,1e-06,EX_mnl_m,0.0022698845121455697,,mnl_m,export
medium,Caecum_Day21,1e-06,EX_mal_L_m,0.00485265286948505,,mal_L_m,export
medium,Caecum_Day21,1e-06,EX_met_L_m,-0.0030350147917713143,,met_L_m,import
medium,Caecum_Day21,1e-06,EX_gua_m,-0.0016774150026418993,,gua_m,import
medium,Caecum_Day21,1e-06,EX_pi_m,-0.012967279988881544,,pi_m,import
medium,Caecum_Day21,1e-06,EX_pheme_m,-2.5841046854824334e-05,,pheme_m,import
medium,Caecum_Day21,1e-06,EX_2obut_m,0.0037267166331493447,,2obut_m,export
medium,Caecum_Day21,1e-06,EX_isoval_m,0.0034777229471958503,,isoval_m,export
medium,Caecum_Day21,1e-06,EX_cspg_b_m,-2.6291933323452767e-05,,cspg_b_m,import
medium,Caecum_Day21,1e-06,EX_phenol_m,0.010541863344874275,,phenol_m,export
medium,Caecum_Day21,1e-06,EX_sheme_m,-2.5841046846864054e-05,,sheme_m,import
medium,Caecum_Day21,1e-06,EX_isobut_m,0.006083199189785993,,isobut_m,export
medium,Caecum_Day21,1e-06,EX_ade_m,-0.0015816400026446437,,ade_m,import
medium,Caecum_Day21,1e-06,EX_idour_m,2.629193648550982e-05,,idour_m,export
medium,Caecum_Day21,1e-06,EX_cspg_ab_rest_m,2.629193506024311e-05,,cspg_ab_rest_m,export
medium,Caecum_Day21,1e-06,EX_isocapr_m,0.006955445894391701,,isocapr_m,export
medium,Caecum_Day21,1e-06,EX_chor_m,0.0019278509989176498,,chor_m,export
medium,Caecum_Day21,1e-06,EX_amp_m,-0.001858821333314371,,amp_m,import
medium,Caecum_Day21,1e-06,EX_mqn8_m,0.0016638611139140386,,mqn8_m,export
medium,Caecum_Day14,1e-06,EX_ribflv_m,-0.00039685439978583625,,ribflv_m,import
medium,Caecum_Day14,1e-06,EX_cgly_m,-0.0008233899999542061,,cgly_m,import
medium,Caecum_Day14,1e-06,EX_pydx_m,-8.723847139784518e-05,,pydx_m,import
medium,Caecum_Day14,1e-06,EX_hxan_m,-0.004416405287298885,,hxan_m,import
medium,Caecum_Day14,1e-06,EX_thm_m,-7.939699996399229e-05,,thm_m,import
medium,Caecum_Day14,1e-06,EX_fru_m,0.002167638832057082,,fru_m,export
medium,Caecum_Day14,1e-06,EX_glcur_m,2.9222017330485418e-06,,glcur_m,export
medium,Caecum_Day14,1e-06,EX_cit_m,0.002758832613235277,,cit_m,export
medium,Caecum_Day14,1e-06,EX_zn2_m,-0.0001734588813635658,,zn2_m,import
medium,Caecum_Day14,1e-06,EX_gcald_m,1.1449134034006128e-06,,gcald_m,export
medium,Caecum_Day14,1e-06,EX_arg_L_m,-0.016789493427145762,,arg_L_m,import
medium,Caecum_Day14,1e-06,EX_lac_D_m,0.004392640177124522,,lac_D_m,export
medium,Caecum_Day14,1e-06,EX_fol_m,-0.00023819100000749938,,fol_m,import
medium,Caecum_Day14,1e-06,EX_oaa_m,0.004140523029045892,,oaa_m,export
medium,Caecum_Day14,1e-06,EX_Tn_antigen_m,0.04330987413767347,,Tn_antigen_m,export
medium,Caecum_Day14,1e-06,EX_ocdca_m,0.00750166968220974,,ocdca_m,export
medium,Caecum_Day14,1e-06,EX_cobalt2_m,-0.00017767986826956722,,cobalt2_m,import
medium,Caecum_Day14,1e-06,EX_fe2_m,-0.00015830325607941548,,fe2_m,import
medium,Caecum_Day14,1e-06,EX_acac_m,0.0033259185261342956,,acac_m,export
medium,Caecum_Day14,1e-06,EX_cl_m,-0.0001778448306181602,,cl_m,import
medium,Caecum_Day14,1e-06,EX_fum_m,0.004332682844719768,,fum_m,export
medium,Caecum_Day14,1e-06,EX_MGlcn100_m,-0.025926422692240964,,MGlcn100_m,import
medium,Caecum_Day14,1e-06,EX_rib_D_m,0.0025970357038576385,,rib_D_m,export
medium,Caecum_Day14,1e-06,EX_gal_m,0.0019525679153662187,,gal_m,export
medium,Caecum_Day14,1e-06,EX_spmd_m,-7.939699999344693e-05,,spmd_m,import
medium,Caecum_Day14,1e-06,EX_so4_m,-9.543994268592343e-05,,so4_m,import
medium,Caecum_Day14,1e-06,EX_h_m,48.790334930635495,,h_m,export
medium,Caecum_Day14,1e-06,EX_succ_m,0.0037694450817711573,,succ_m,export
medium,Caecum_Day14,1e-06,EX_akg_m,0.00326189750792101,,akg_m,export
medium,Caecum_Day14,1e-06,EX_fuc_L_m,0.001146648059865344,,fuc_L_m,export
medium,Caecum_Day14,1e-06,EX_glyc_m,0.0037396954069544904,,glyc_m,export
medium,Caecum_Day14,1e-06,EX_MGlcn67_m,-0.01738236458584001,,MGlcn67_m,import
medium,Caecum_Day14,1e-06,EX_etoh_m,0.004462022082675033,,etoh_m,export
medium,Caecum_Day14,1e-06,EX_k_m,-0.00017732118250932312,,k_m,import
medium,Caecum_Day14,1e-06,EX_mn2_m,-0.0001780027200418668,,mn2_m,import
medium,Caecum_Day14,1e-06,EX_cys_L_m,-0.004108473712685628,,cys_L_m,import
medium,Caecum_Day14,1e-06,EX_3mop_m,0.002410269156300598,,3mop_m,export
medium,Caecum_Day14,1e-06,EX_h2o_m,0.7118996744528912,,h2o_m,export
medium,Caecum_Day14,1e-06,EX_co2_m,0.33362583479748753,,co2_m,export
medium,Caecum_Day14,1e-06,EX_pyr_m,0.005233611519317655,,pyr_m,export
medium,Caecum_Day14,1e-06,EX_ca2_m,-0.00017795859292004103,,ca2_m,import
medium,Caecum_Day14,1e-06,EX_4hbz_m,0.010171319588786351,,4hbz_m,export
medium,Caecum_Day14,1e-06,EX_ac_m,0.007199951665111286,,ac_m,export
medium,Caecum_Day14,1e-06,EX_adn_m,-0.000994371999954207,,adn_m,import
medium,Caecum_Day14,1e-06,EX_mg2_m,-0.00017343315137684426,,mg2_m,import
medium,Caecum_Day14,1e-06,EX_ttdca_m,0.00110401382180558,,ttdca_m,export
medium,Caecum_Day14,1e-06,EX_cu2_m,-0.00017781085672733,,cu2_m,import
medium,Caecum_Day14,1e-06,EX_but_m,0.002733893333953255,,but_m,export
medium,Caecum_Day14,1e-06,EX_dgsn_m,-0.001507629999954207,,dgsn_m,import
medium,Caecum_Day14,1e-06,EX_dad_2_m,-0.00016272999995420678,,dad_2_m,import
medium,Caecum_Day14,1e-06,EX_fe3_m,-0.00021288259091853712,,fe3_m,import
medium,Caecum_Day14,1e-06,EX_h2_m,0.0290554881417371,,h2_m,export
medium,Caecum_Day14,1e-06,EX_ddca_m,0.0009257812911873705,,ddca_m,export
medium,Caecum_Day14,1e-06,EX_acald_m,0.005345814901586675,,acald_m,export
medium,Caecum_Day14,1e-06,EX_hdca_m,0.003266706822443372,,hdca_m,export
medium,Caecum_Day14,1e-06,EX_nac_m,0.011450009686500085,,nac_m,export
medium,Caecum_Day14,1e-06,EX_oxa_m,0.010310514319698974,,oxa_m,export
medium,Caecum_Day14,1e-06,EX_2ddglcn_m,4.860721259654163e-06,,2ddglcn_m,export
medium,Caecum_Day14,1e-06,EX_nmn_m,-0.01160254799992642,,nmn_m,import
medium,Caecum_Day14,1e-06,EX_ppa_m,0.0061840933371114185,,ppa_m,export
medium,Caecum_Day14,1e-06,EX_glyc3p_m,-0.00909855783075646,,glyc3p_m,import
medium,Caecum_Day14,1e-06,EX_lac_L_m,0.004373473905847068,,lac_L_m,export
medium,Caecum_Day14,1e-06,EX_ins_m,-0.001438798854374517,,ins_m,import
medium,Caecum_Day14,1e-06,EX_12ppd_S_m,0.0018214086299602823,,12ppd_S_m,export
medium,Caecum_Day14,1e-06,EX_for_m,0.024839506659030546,,for_m,export
medium,Caecum_Day14,1e-06,EX_gsn_m,-0.0015975149999542069,,gsn_m,import
medium,Caecum_Day14,1e-06,EX_glyclt_m,1.1423989077505254e-06,,glyclt_m,export
medium,Caecum_Day14,1e-06,EX_mnl_m,0.002007501785287088,,mnl_m,export
medium,Caecum_Day14,1e-06,EX_mal_L_m,0.004302467103949839,,mal_L_m,export
medium,Caecum_Day14,1e-06,EX_met_L_m,-0.0034118194790882417,,met_L_m,import
medium,Caecum_Day14,1e-06,EX_gua_m,-0.001677414999954206,,gua_m,import
medium,Caecum_Day14,1e-06,EX_pi_m,-0.01036791373083683,,pi_m,import
medium,Caecum_Day14,1e-06,EX_pheme_m,-7.939699997100044e-05,,pheme_m,import
medium,Caecum_Day14,1e-06,EX_2obut_m,0.0033003670587894115,,2obut_m,export
medium,Caecum_Day14,1e-06,EX_gthox_m,-3.969849701657613e-05,,gthox_m,import
medium,Caecum_Day14,1e-06,EX_isoval_m,0.0021707828766723684,,isoval_m,export
medium,Caecum_Day14,1e-06,EX_cspg_b_m,-2.629193332575163e-05,,cspg_b_m,import
medium,Caecum_Day14,1e-06,EX_phenol_m,0.010497351080195077,,phenol_m,export
medium,Caecum_Day14,1e-06,EX_sheme_m,-7.939699997100061e-05,,sheme_m,import
medium,Caecum_Day14,1e-06,EX_isobut_m,0.004138961125171651,,isobut_m,export
medium,Caecum_Day14,1e-06,EX_ade_m,-0.001581639999954007,,ade_m,import
medium,Caecum_Day14,1e-06,EX_idour_m,2.629193330663524e-05,,idour_m,export
medium,Caecum_Day14,1e-06,EX_cspg_ab_rest_m,2.6291933359018088e-05,,cspg_ab_rest_m,export
medium,Caecum_Day14,1e-06,EX_isocapr_m,0.004341565753344737,,isocapr_m,export
medium,Caecum_Day14,1e-06,EX_chor_m,0.0017179671879004829,,chor_m,export
medium,Caecum_Day14,1e-06,EX_amp_m,-0.001858821333318037,,amp_m,import
medium,Caecum_Day14,1e-06,EX_mqn8_m,0.0014436338803586852,,mqn8_m,export
medium,Caecum_Day42,1e-06,EX_ribflv_m,-3.4788365693279525e-05,,ribflv_m,import
medium,Caecum_Day42,1e-06,EX_cgly_m,-0.0008233899999433678,,cgly_m,import
medium,Caecum_Day42,1e-06,EX_hxan_m,-0.00013231394556619566,,hxan_m,import
medium,Caecum_Day42,1e-06,EX_thm_m,-7.939699998012581e-05,,thm_m,import
medium,Caecum_Day42,1e-06,EX_fru_m,0.003290820570244553,,fru_m,export
medium,Caecum_Day42,1e-06,EX_glcur_m,2.9195832416329433e-06,,glcur_m,export
medium,Caecum_Day42,1e-06,EX_cit_m,0.003704428490232864,,cit_m,export
medium,Caecum_Day42,1e-06,EX_zn2_m,-0.0002002399997575827,,zn2_m,import
medium,Caecum_Day42,1e-06,EX_gcald_m,5.745013586652217e-06,,gcald_m,export
medium,Caecum_Day42,1e-06,EX_arg_L_m,-0.00028433304783308553,,arg_L_m,import
medium,Caecum_Day42,1e-06,EX_lac_D_m,0.006673812744481512,,lac_D_m,export
medium,Caecum_Day42,1e-06,EX_fol_m,-0.00023819099998010317,,fol_m,import
medium,Caecum_Day42,1e-06,EX_ocdca_m,0.012803874871643346,,ocdca_m,export
medium,Caecum_Day42,1e-06,EX_cobalt2_m,-0.00020023999971535724,,cobalt2_m,import
medium,Caecum_Day42,1e-06,EX_fe2_m,-0.00021677767434930348,,fe2_m,import
medium,Caecum_Day42,1e-06,EX_acac_m,0.005216596302943372,,acac_m,export
medium,Caecum_Day42,1e-06,EX_cl_m,-0.00020023999972408501,,cl_m,import
medium,Caecum_Day42,1e-06,EX_fum_m,0.005680577040259891,,fum_m,export
medium,Caecum_Day42,1e-06,EX_MGlcn100_m,-0.025926422692597987,,MGlcn100_m,import
medium,Caecum_Day42,1e-06,EX_rib_D_m,0.003943884838826298,,rib_D_m,export
medium,Caecum_Day42,1e-06,EX_MGlcn177_m,-0.004377555027496983,,MGlcn177_m,import
medium,Caecum_Day42,1e-06,EX_gal_m,0.003002451504569497,,gal_m,export
medium,Caecum_Day42,1e-06,EX_spmd_m,-7.939699997044964e-05,,spmd_m,import
medium,Caecum_Day42,1e-06,EX_h_m,65.33026719848466,,h_m,export
medium,Caecum_Day42,1e-06,EX_succ_m,0.005416875036197381,,succ_m,export
medium,Caecum_Day42,1e-06,EX_akg_m,0.0044458233739457734,,akg_m,export
medium,Caecum_Day42,1e-06,EX_fuc_L_m,0.0022831773407712436,,fuc_L_m,export
medium,Caecum_Day42,1e-06,EX_glyc_m,0.006108812144695448,,glyc_m,export
medium,Caecum_Day42,1e-06,EX_MGlcn67_m,-0.01738236458584501,,MGlcn67_m,import
medium,Caecum_Day42,1e-06,EX_etoh_m,0.008509715471552704,,etoh_m,export
medium,Caecum_Day42,1e-06,EX_k_m,-0.0002002399997169039,,k_m,import
medium,Caecum_Day42,1e-06,EX_mn2_m,-0.00020023999972400926,,mn2_m,import
medium,Caecum_Day42,1e-06,EX_o2_m,0.7020965382854081,,o2_m,export
medium,Caecum_Day42,1e-06,EX_cys_L_m,-0.006381894244962228,,cys_L_m,import
medium,Caecum_Day42,1e-06,EX_MGlcn66_m,-0.002387893405930887,,MGlcn66_m,import
medium,Caecum_Day42,1e-06,EX_3mop_m,0.004992458560188673,,3mop_m,export
medium,Caecum_Day42,1e-06,EX_h2o_m,0.1882887579004851,,h2o_m,export
medium,Caecum_Day42,1e-06,EX_co2_m,0.03308019851620297,,co2_m,export
medium,Caecum_Day42,1e-06,EX_pyr_m,0.007276334759386861,,pyr_m,export
medium,Caecum_Day42,1e-06,EX_2hyoxplac_m,0.029113553563394443,,2hyoxplac_m,export
medium,Caecum_Day42,1e-06,EX_ca2_m,-0.00020052536256957377,,ca2_m,import
medium,Caecum_Day42,1e-06,EX_4hbz_m,0.011706154396459995,,4hbz_m,export
medium,Caecum_Day42,1e-06,EX_ac_m,0.010611569254014692,,ac_m,export
medium,Caecum_Day42,1e-06,EX_adn_m,-0.0009943719999433499,,adn_m,import
medium,Caecum_Day42,1e-06,EX_mg2_m,-0.00020023999973627508,,mg2_m,import
medium,Caecum_Day42,1e-06,EX_pnto_R_m,-1.4027872317201306e-05,,pnto_R_m,import
medium,Caecum_Day42,1e-06,EX_ttdca_m,0.0016270387046282272,,ttdca_m,export
medium,Caecum_Day42,1e-06,EX_cu2_m,-0.00020023999972381247,,cu2_m,import
medium,Caecum_Day42,1e-06,EX_but_m,0.004794196787275738,,but_m,export
medium,Caecum_Day42,1e-06,EX_dgsn_m,-0.0015076299999433563,,dgsn_m,import
medium,Caecum_Day42,1e-06,EX_dad_2_m,-0.00016272999994333359,,dad_2_m,import
medium,Caecum_Day42,1e-06,EX_MGlcn175_m,-0.0006175080893413483,,MGlcn175_m,import
medium,Caecum_Day42,1e-06,EX_fe3_m,-0.0002688741274955976,,fe3_m,import
medium,Caecum_Day42,1e-06,EX_h2_m,0.09639571975680046,,h2_m,export
medium,Caecum_Day42,1e-06,EX_ddca_m,0.0019854279913114853,,ddca_m,export
medium,Caecum_Day42,1e-06,EX_acald_m,0.009458273076540994,,acald_m,export
medium,Caecum_Day42,1e-06,EX_hdca_m,0.004080002262499317,,hdca_m,export
medium,Caecum_Day42,1e-06,EX_nac_m,0.011257064655312414,,nac_m,export
medium,Caecum_Day42,1e-06,EX_2ddglcn_m,4.376794110515912e-06,,2ddglcn_m,export
medium,Caecum_Day42,1e-06,EX_nmn_m,-0.011602547999948908,,nmn_m,import
medium,Caecum_Day42,1e-06,EX_ppa_m,0.12443532743648131,,ppa_m,export
medium,Caecum_Day42,1e-06,EX_glyc3p_m,-0.008611468734862179,,glyc3p_m,import
